title,genres,runtime,vote_average,vote_count,year
Stop the Pounding Heart,['Drama'],101.0,7.4,6.0,2013
The Amityville Playhouse,['Horror'],99.0,3.1,10.0,2015
Thunder in Paradise,[],104.0,6.0,4.0,1993
Miracle In Lane 2,"['TV Movie', 'Family', 'Drama']",89.0,5.7,11.0,2000
Pokémon: Jirachi Wish Maker,"['Action', 'Animation', 'Adventure', 'Family']",81.0,5.7,48.0,2003
Ator IV: The Hobgoblin,"['Adventure', 'Fantasy']",94.0,4.4,4.0,1990
Grandma Got Run Over by a Reindeer,"['Animation', 'Family']",51.0,5.4,10.0,2000
Cassadaga,"['Horror', 'Thriller']",108.0,5.0,31.0,2011
Teen Titans: Trouble in Tokyo,"['Action', 'Adventure', 'Animation', 'Family', 'Science Fiction']",75.0,6.4,27.0,2006
The FP,['Comedy'],82.0,5.0,12.0,2011
Mickey's Christmas Carol,"['Family', 'Animation']",26.0,7.6,167.0,1983
My Pet Monster,['Comedy'],60.0,4.5,3.0,1986
Puppet Master X: Axis Rising,['Horror'],86.0,3.7,10.0,2012
Gingerdead Man 2: Passion of the Crust,"['Comedy', 'Horror']",80.0,5.4,13.0,2008
Gingerdead Man 3: Saturday Night Cleaver,"['Horror', 'Comedy', 'Science Fiction']",78.0,4.8,12.0,2011
Gingerdead Man vs. Evil Bong,"['Horror', 'Comedy']",80.0,4.9,7.0,2013
Sirius,['Documentary'],110.0,6.7,7.0,2013
Kung Fu Panda: Secrets of the Masters,"['Family', 'Animation']",24.0,6.5,67.0,2011
Bulletproof,"['Action', 'Thriller']",94.0,6.5,4.0,1988
Shelter Island,[],0.0,0.0,0.0,2011
Steve Jobs,"['Drama', 'History']",122.0,6.8,1608.0,2015
Macbeth,"['History', 'Drama', 'War']",113.0,6.4,497.0,2015
Il mantenuto,[],,0.0,0.0,1961
Cyanide,['Drama'],103.0,5.5,5.0,2013
Fracture,['Drama'],0.0,6.9,15.0,2010
Green Street Hooligans: Underground,"['Action', 'Drama']",90.0,5.4,33.0,2013
Les Petits princes,"['Comedy', 'Drama']",0.0,6.8,57.0,2013
The Prodigies,"['Science Fiction', 'Animation']",87.0,5.6,47.0,2011
I Love You Very Much,"['Comedy', 'Family']",91.0,6.6,4.0,2010
Nos amis les Terriens,"['Fantasy', 'Comedy', 'Drama']",85.0,6.8,4.0,2007
Buttoners,['Comedy'],102.0,7.0,2.0,1997
Santa Claus Is Comin' to Town,"['TV Movie', 'Animation', 'Family', 'Fantasy']",48.0,6.9,38.0,1970
The Thirteenth Year,"['TV Movie', 'Adventure', 'Comedy', 'Family']",95.0,5.6,30.0,1999
Freaky Friday,"['TV Movie', 'Comedy', 'Family', 'Fantasy']",86.0,5.2,11.0,1995
Dear Dumb Diary,['Family'],84.0,6.7,17.0,2013
Mickey's Trailer,['Animation'],7.0,6.7,23.0,1938
Vacation,['Comedy'],99.0,6.1,1218.0,2015
The Concubine,['Drama'],122.0,5.9,18.0,2012
Creep,"['Thriller', 'Horror']",82.0,6.1,246.0,2014
#1 Cheerleader Camp,"['Comedy', 'Drama']",95.0,3.4,23.0,2010
Le chant du Styrène,['Documentary'],19.0,5.8,5.0,1959
Love Exists,['Documentary'],21.0,5.0,1.0,1960
Charlotte and Her Boyfriend,['Drama'],13.0,6.2,6.0,1960
The Great Madcap,['Comedy'],92.0,6.2,5.0,1949
The Office,['Documentary'],5.0,6.0,5.0,1966
Tramway,['Drama'],5.0,5.8,6.0,1966
Pokémon the Movie: Genesect and the Legend Awakened,"['Action', 'Adventure', 'Animation', 'Family']",72.0,5.9,27.0,2013
Pokémon: Arceus and the Jewel of Life,"['Animation', 'Family']",94.0,6.7,35.0,2009
Pokémon: The Rise of Darkrai,"['Adventure', 'Animation', 'Family', 'Fantasy']",90.0,6.4,41.0,2007
Pokémon: Lucario and the Mystery of Mew,"['Adventure', 'Animation', 'Fantasy']",103.0,6.4,53.0,2005
See No Evil 2,['Horror'],90.0,4.4,65.0,2014
Clerks - The Flying Car,['Comedy'],7.0,6.9,16.0,2002
Clerks: The Lost Scene,[],9.0,7.7,6.0,2004
Jurassic City,"['Action', 'Science Fiction']",88.0,5.3,20.0,2014
Dinosaur Island,"['Adventure', 'Science Fiction', 'Fantasy', 'Family']",90.0,4.4,25.0,2014
The Pact II,"['Mystery', 'Horror', 'Thriller']",96.0,4.4,65.0,2014
The Ouija Experiment 2: Theatre of Death,['Horror'],86.0,3.0,25.0,2015
Back to the Jurassic,"['Adventure', 'Family', 'Animation']",86.0,6.6,4.0,2015
Madame Bovary,['Drama'],118.0,5.3,85.0,2015
Turkey Shoot,['Action'],90.0,4.1,11.0,2014
Bound,"['Thriller', 'Drama']",90.0,3.4,31.0,2015
Balls Out,['Comedy'],100.0,3.9,12.0,2014
Phantom Halo,"['Thriller', 'Crime', 'Drama']",87.0,5.2,18.0,2015
The Face of an Angel,"['Thriller', 'Drama']",100.0,4.7,64.0,2014
Manglehorn,['Drama'],97.0,5.2,68.0,2015
Old Fashioned,"['Romance', 'Drama']",115.0,6.4,14.0,2014
Larry Gaye: Renegade Male Flight Attendant,['Comedy'],99.0,5.1,15.0,2015
Hoovey,"['Family', 'Drama']",90.0,5.9,10.0,2015
Wild Horses,"['Crime', 'Drama']",100.0,4.2,30.0,2015
Search Party,['Comedy'],93.0,5.2,62.0,2014
The Living,['Thriller'],89.0,5.5,17.0,2014
Maya the Bee Movie,"['Family', 'Animation']",79.0,5.5,28.0,2014
Extinction: Nature Has Evolved,"['Thriller', 'Adventure']",100.0,0.0,10.0,2017
Tooken,"['Action', 'Comedy']",81.0,4.5,14.0,2015
Battle For SkyArk,"['Family', 'Science Fiction', 'Action', 'Adventure']",88.0,3.5,27.0,2015
The Scopia Effect,"['Thriller', 'Horror', 'Science Fiction']",130.0,5.4,10.0,2014
Party 7,"['Action', 'Comedy', 'Foreign']",104.0,5.5,5.0,2000
After the Ball,['Comedy'],101.0,6.2,56.0,2015
Private Number,"['Mystery', 'Horror', 'Thriller']",95.0,3.4,19.0,2015
Wild in Blue,['Horror'],82.0,4.3,10.0,2014
Helicopter Mom,['Comedy'],81.0,5.5,8.0,2015
See You In Valhalla,"['Drama', 'Comedy']",82.0,5.5,33.0,2015
Absolution,"['Thriller', 'Action', 'Adventure', 'Crime']",95.0,4.7,34.0,2015
Skin Trade,"['Thriller', 'Action', 'Drama']",96.0,5.7,62.0,2014
The Four Warriors,['Adventure'],95.0,3.0,1.0,2015
Prova a volare,"['Drama', 'Comedy', 'Foreign']",0.0,6.0,6.0,2007
Cinema of Vengeance,[],85.0,7.5,2.0,1994
La Notte del mio primo amore,"['Thriller', 'Horror']",82.0,4.0,1.0,2006
Parole sante,[],,0.0,0.0,2007
Moebius,['Science Fiction'],88.0,5.3,6.0,1996
The Devil's Hand,"['Horror', 'Thriller']",86.0,4.7,40.0,2014
The Mummy Resurrected,['Horror'],80.0,4.1,31.0,2014
Dial a Prayer,"['Comedy', 'Drama']",98.0,5.6,15.0,2015
The Last Time You Had Fun,"['Drama', 'Comedy']",82.0,5.1,9.0,2015
In Security,"['Comedy', 'Action']",93.0,4.4,8.0,2014
Axe Giant - The Wrath of Paul Bunyan,"['Fantasy', 'Horror']",90.0,2.8,10.0,2013
Faith of Our Fathers,"['War', 'Drama']",96.0,8.7,3.0,2015
The Towrope,['Drama'],88.0,6.3,3.0,2012
Bedtime for Bonzo,['Comedy'],83.0,8.0,2.0,1951
Un'estate al mare,[],0.0,4.2,40.0,2008
UncuT: Member Only,"['Comedy', 'Mystery']",78.0,6.0,1.0,2003
Sweet Dreams,['Comedy'],105.0,6.4,9.0,1981
The Brooke Ellison Story,['Drama'],91.0,6.2,10.0,2004
The Dive from Clausen's Pier,"['Drama', 'Romance']",86.0,3.0,2.0,2005
A Ticket to Space,"['Comedy', 'Science Fiction']",90.0,5.4,30.0,2006
Champs,['Documentary'],86.0,6.6,15.0,2015
The Listening,['Thriller'],105.0,5.9,7.0,2006
Pasolini prossimo nostro,['Documentary'],58.0,4.8,2.0,2006
Sherman's Way,"['Comedy', 'Documentary']",97.0,4.5,4.0,2008
Postman Pat: The Movie,"['Adventure', 'Animation', 'Family']",88.0,4.9,15.0,2014
Random Quest,"['Science Fiction', 'Romance']",60.0,5.5,2.0,2006
Love in the Buff,"['Comedy', 'Romance']",112.0,6.3,15.0,2012
Christian Mingle,[],99.0,5.4,8.0,2014
Fishing Naked,['Comedy'],100.0,4.4,5.0,2015
The Squeeze,"['Comedy', 'Drama']",95.0,4.8,6.0,2015
Fractured,"['Thriller', 'Drama', 'Horror']",89.0,4.0,2.0,2015
From the Dark,['Horror'],90.0,5.5,48.0,2014
Careful What You Wish For,"['Drama', 'Thriller']",91.0,5.8,116.0,2015
Any Day,"['Thriller', 'Drama', 'Romance']",100.0,5.1,10.0,2015
3 Nights in the Desert,['Drama'],90.0,4.4,20.0,2015
Nailbiter,['Horror'],82.0,4.1,26.0,2013
Eat,"['Drama', 'Thriller', 'Horror']",92.0,4.9,19.0,2014
Zombie Resurrection,['Horror'],79.0,4.4,6.0,2014
Let Us Prey,['Horror'],88.0,5.5,106.0,2014
Robot Overlords,"['Adventure', 'Science Fiction', 'Action']",90.0,4.8,109.0,2015
Russell Madness,['Comedy'],92.0,5.1,7.0,2015
Along the Roadside,"['Romance', 'Comedy', 'Music']",118.0,7.7,3.0,2013
Attack of the Sabretooth,['Horror'],90.0,2.6,8.0,2005
The Millennials,"['Romance', 'Comedy', 'Drama']",82.0,0.0,0.0,2015
X/Y,['Drama'],82.0,4.7,9.0,2014
Bad Asses on the Bayou,"['Comedy', 'Action']",85.0,5.8,34.0,2015
Silent Retreat,"['Mystery', 'Thriller', 'Horror']",92.0,3.8,7.0,2016
Grace,['Drama'],95.0,6.1,4.0,2014
The Man in the Iron Mask,"['History', 'Adventure']",100.0,6.1,17.0,1977
L'erba proibita,[],,8.0,2.0,2002
The Defiant Ones,['Drama'],100.0,4.3,3.0,1986
Invitation to Hell,"['Horror', 'Mystery', 'Science Fiction']",96.0,4.8,3.0,1984
Killdozer,"['TV Movie', 'Science Fiction', 'Thriller']",74.0,5.8,15.0,1974
Punishment Room,[],95.0,7.5,3.0,1956
The Eye: Infinity,"['Thriller', 'Comedy', 'Horror']",86.0,4.9,11.0,2005
Ray of Sunshine,[],87.0,5.5,2.0,1933
Kiss me Kismet,"['Comedy', 'Romance']",95.0,6.2,3.0,2006
Da geht noch was!,"['Comedy', 'Drama', 'Romance']",101.0,5.8,15.0,2013
The Price of Life,"['Drama', 'Science Fiction']",41.0,0.0,0.0,1987
Who Killed Captain Alex?,['Action'],64.0,4.5,2.0,2010
The Phantom Planet,['Science Fiction'],82.0,4.4,14.0,1961
Shabd,"['Drama', 'Foreign', 'Romance']",0.0,5.0,1.0,2005
Villain,"['Thriller', 'Crime', 'Drama']",98.0,6.6,10.0,1971
GirlHouse,"['Horror', 'Thriller']",100.0,5.2,99.0,2014
The Lovers,"['Action', 'Adventure', 'Science Fiction', 'Romance']",109.0,4.8,34.0,2015
Batman v Superman: Dawn of Justice,"['Action', 'Adventure', 'Fantasy']",151.0,5.7,7189.0,2016
The Temple,['Drama'],139.0,0.0,0.0,2011
Mumbai Pune Mumbai,['Romance'],0.0,7.3,2.0,2010
Pune 52,"['Crime', 'Thriller', 'Drama']",121.0,6.0,1.0,2013
Zapatlela,"['Horror', 'Comedy']",150.0,9.0,1.0,1993
Natarang,[],127.0,4.7,3.0,2010
The Village Had No Walls,[],124.0,0.0,0.0,1995
Paradh,[],0.0,7.5,1.0,2010
Vaastupurush,[],159.0,7.5,1.0,0
Me Shivajiraje Bhosale Boltoy,['Drama'],0.0,8.0,1.0,2009
Time Pass,"['Romance', 'Comedy']",143.0,10.0,1.0,2014
Taryanche Bait,[],100.0,0.0,0.0,2011
Dragonslayer,['Documentary'],74.0,4.5,2.0,2011
Eastern Boys,['Drama'],128.0,6.4,39.0,2013
Dreams with Sharp Teeth,['Documentary'],96.0,7.1,4.0,2008
All This Mayhem,['Documentary'],104.0,7.7,26.0,2014
The Flying Doctors of East Africa,['Documentary'],45.0,6.0,1.0,1970
The Elusive Corporal,"['Comedy', 'Drama', 'War']",90.0,5.9,6.0,1962
The Testament of Dr. Cordelier,"['Drama', 'Horror']",95.0,5.9,7.0,1959
Strange Powers: Stephin Merritt and the Magnetic Fields,"['Documentary', 'Music']",89.0,6.3,3.0,2011
The Railrodder,['Comedy'],24.0,6.9,7.0,1965
Les Héritiers,['Drama'],105.0,7.8,92.0,2014
The Last Match,"['Romance', 'Drama']",94.0,6.5,15.0,2013
Quarter to Two Before Jesus Christ,['Comedy'],110.0,6.3,26.0,1982
God Loves Caviar,"['History', 'Adventure']",99.0,3.9,11.0,2012
RISE,"['Crime', 'Thriller', 'Drama']",104.0,5.0,3.0,2014
Vendetta,['Action'],90.0,5.6,35.0,2015
Age Of Kill,['Action'],85.0,4.8,2.0,2015
Horsehead,"['Fantasy', 'Horror']",89.0,5.7,30.0,2014
Bordering on Bad Behavior,"['Action', 'Comedy']",105.0,4.3,4.0,2014
TEKKEN: Kazuya's Revenge,['Action'],90.0,4.1,30.0,2014
Gemma Bovery,"['Romance', 'Drama', 'Comedy']",99.0,6.2,86.0,2014
Viktor,"['Thriller', 'Action', 'Drama']",134.0,5.0,2.0,2014
95ers: Time Runners,"['Thriller', 'Science Fiction']",96.0,4.2,24.0,2013
Out of the Dark,"['Thriller', 'Horror']",92.0,4.6,56.0,2014
Morning Star,"['Fantasy', 'Action', 'Adventure']",90.0,1.5,5.0,2014
88,"['Thriller', 'Action']",88.0,5.1,40.0,2015
Repli-Kate,['Comedy'],96.0,5.4,34.0,2002
Goddess,"['Comedy', 'Music']",105.0,4.8,12.0,2013
The Art of Love,"['Romance', 'Comedy']",85.0,5.4,17.0,2011
Modern Vampires,"['Action', 'Comedy', 'Horror', 'Romance', 'Thriller']",91.0,5.0,13.0,1998
Soof,"['Comedy', 'Romance']",96.0,5.7,30.0,2013
Mom,"['Comedy', 'Horror']",95.0,4.3,3.0,1991
Monster Brawl,"['Comedy', 'Horror']",89.0,3.8,19.0,2011
More Brains! A Return to the Living Dead,['Documentary'],120.0,7.3,11.0,2011
R.O.D - Read or Die,"['Science Fiction', 'Animation', 'Foreign', 'Action', 'Adventure', 'Mystery']",99.0,5.0,3.0,2001
Mortuary,['Horror'],91.0,6.3,12.0,1983
Mosquito,"['Horror', 'Science Fiction']",92.0,4.8,18.0,1995
Mother's Boys,"['Drama', 'Thriller']",96.0,5.4,17.0,1994
Murder in New Hampshire: The Pamela Wojas Smart Story,"['Crime', 'Drama', 'TV Movie']",100.0,4.6,5.0,1991
Murder Without Motive: The Edmund Perry Story,['Drama'],0.0,0.0,0.0,1992
Mutator,"['Horror', 'Science Fiction']",91.0,3.3,4.0,1989
My Life's in Turnaround,[],84.0,6.0,2.0,1994
Ödipussi,['Comedy'],88.0,6.7,36.0,1988
Jinn,['Thriller'],97.0,3.7,31.0,2014
Cam2Cam,"['Thriller', 'Horror']",91.0,3.8,14.0,2014
Yes Nurse! No Nurse!,"['Comedy', 'Foreign', 'Music']",102.0,7.2,6.0,2002
Ed Gein: The Butcher of Plainfield,"['Crime', 'Drama', 'Horror', 'Mystery']",90.0,2.9,12.0,2007
Dil,"['Drama', 'Comedy', 'Romance', 'Foreign']",172.0,6.9,6.0,1990
The Good Mistress,['Drama'],86.0,3.8,5.0,2014
The Perfect Student,"['TV Movie', 'Crime', 'Mystery', 'Thriller']",90.0,3.8,4.0,2011
When He Didn't Come Home,[],96.0,4.0,1.0,1998
Best Friends,[],88.0,0.0,0.0,2005
The Wrong Girl,"['Thriller', 'Drama']",120.0,0.0,0.0,1999
The Wrong Girl,['Drama'],0.0,2.8,4.0,2015
The Perfect Teacher,"['TV Movie', 'Thriller', 'Drama']",90.0,4.9,14.0,2010
The Sitter,"['Horror', 'Thriller']",90.0,4.9,7.0,2007
Rain Without Thunder,[],85.0,5.0,1.0,1993
Poison,"['Thriller', 'Mystery']",93.0,1.0,1.0,2000
A Mother's Nightmare,"['TV Movie', 'Crime', 'Mystery', 'Thriller']",90.0,5.9,33.0,2012
The Nightmare Nanny,"['TV Movie', 'Drama', 'Thriller']",91.0,4.6,9.0,2013
Deadly Daycare,"['Drama', 'Thriller']",88.0,3.0,5.0,2014
A Sister's Nightmare,"['TV Movie', 'Thriller']",86.0,5.4,7.0,2013
A Daughter's Nightmare,"['Drama', 'Mystery', 'Thriller', 'TV Movie']",90.0,5.6,7.0,2014
A Sister's Revenge,"['Thriller', 'Drama', 'Mystery']",90.0,3.3,4.0,2013
A Sister's Secret,"['Drama', 'Mystery', 'Thriller']",86.0,2.8,4.0,2009
A Nanny's Revenge,"['Drama', 'Thriller']",0.0,5.3,2.0,2012
The Perfect Nanny,"['TV Movie', 'Thriller', 'Drama', 'Mystery']",90.0,0.0,0.0,2000
Tainted Blood,['Mystery'],0.0,0.0,0.0,1993
"Augusta, Gone",['Drama'],100.0,5.0,4.0,2006
Dangerous Child,[],91.0,6.3,3.0,2001
The Perfect Neighbor,"['Drama', 'Thriller']",93.0,3.2,3.0,2005
Perfect High,['Drama'],88.0,5.6,17.0,2015
The Surrogate,"['Drama', 'Mystery', 'Thriller']",90.0,3.9,7.0,2013
The Perfect Wife,"['Drama', 'Thriller']",90.0,4.8,2.0,2001
Hunger Point,['Drama'],100.0,3.0,3.0,2003
When Friendship Kills,"['Drama', 'TV Movie']",96.0,4.0,2.0,1996
A Killer Among Friends,"['TV Movie', 'Drama', 'Mystery']",96.0,5.5,4.0,1992
The Perfect Assistant,"['Thriller', 'Crime', 'Mystery']",95.0,4.4,7.0,2008
Perfect Child,['Drama'],96.0,0.0,0.0,2007
The Rival,['Thriller'],86.0,0.0,0.0,2006
A Job to Kill For,"['Drama', 'Thriller']",89.0,0.0,0.0,2006
The Secretary,"['Horror', 'Drama']",94.0,0.0,1.0,1995
The Tenth Circle,"['TV Movie', 'Drama', 'Mystery', 'Thriller']",120.0,4.7,7.0,2008
Naruto Shippuden the Movie: Road to Ninja,"['Fantasy', 'Animation', 'Action', 'Adventure']",109.0,7.4,81.0,2012
Twisted Desire,"['Crime', 'Drama']",96.0,4.3,6.0,1996
Accused at 17,"['Drama', 'Thriller']",90.0,4.9,5.0,2009
The Preacher's Daughter,['Drama'],0.0,5.5,2.0,2012
The Killing Game,"['Mystery', 'Thriller', 'TV Movie']",90.0,5.2,5.0,2011
Born Bad,"['Thriller', 'Drama']",86.0,2.5,3.0,2011
The Guy From Harlem,['Action'],86.0,6.0,2.0,1977
The Square Peg,"['War', 'Comedy']",89.0,6.6,11.0,1958
Stranger in My House,['Thriller'],94.0,0.0,0.0,1999
La nuit la plus longue,[],76.0,0.0,0.0,1965
Treasure Island,"['Adventure', 'Family']",94.0,5.0,2.0,1999
The Initiation of Sarah,['Horror'],96.0,6.8,6.0,1978
Trigger Man,"['Action', 'Drama', 'Thriller', 'Horror']",80.0,4.1,6.0,2007
Sacred Flesh,"['Drama', 'Horror', 'Foreign']",75.0,3.7,5.0,2000
Haunted Highway,"['Horror', 'Thriller']",84.0,2.8,5.0,2006
Seal Team Six: The Raid on Osama Bin Laden,"['Thriller', 'Action', 'Crime', 'Drama']",90.0,5.9,109.0,2012
My Zinc Bed,"['TV Movie', 'Drama']",75.0,5.3,3.0,2008
Once Upon a Time in Mumbaai,"['Drama', 'Thriller', 'Crime']",135.0,6.8,21.0,2010
Love in a Puff,"['Comedy', 'Drama', 'Romance']",104.0,6.5,20.0,2010
Thousand Pieces of Gold,"['Drama', 'Romance']",105.0,0.0,0.0,1991
The Boat Is Full,"['Drama', 'History', 'War']",101.0,7.3,4.0,1981
Lucky Miles,"['Action', 'Comedy', 'Foreign']",105.0,5.3,3.0,2007
Kept and Dreamless,"['Drama', 'Foreign']",94.0,6.3,3.0,2005
The Fish Fall in Love,"['Drama', 'Foreign']",96.0,3.8,2.0,2006
Beach Pillows,['Drama'],0.0,5.0,1.0,2013
Ryna,['Drama'],93.0,5.5,2.0,2005
The Lost Moment,"['Drama', 'Thriller', 'Romance']",89.0,7.4,7.0,1947
1000 To 1,['Drama'],99.0,6.0,14.0,2014
As It Is in Heaven,['Drama'],86.0,8.0,1.0,2014
Shoot the Messenger,[],90.0,6.0,1.0,2006
Caterpillar,"['Drama', 'War']",87.0,7.6,7.0,2010
Jaffa,['Drama'],106.0,5.0,6.0,2009
Let the Women Wait!,"['Comedy', 'Foreign']",87.0,6.2,3.0,1998
Beside Still Waters,[],76.0,0.0,0.0,2013
Justice Is Mind,[],0.0,0.0,0.0,2013
Down Three Dark Streets,['Thriller'],85.0,6.0,1.0,1954
The Deserted Station,['Drama'],88.0,6.3,3.0,2002
Paju,"['Drama', 'Foreign', 'Romance']",111.0,5.6,7.0,2009
The Garden of Earthly Delights,"['Drama', 'Romance', 'Foreign']",103.0,7.0,3.0,2004
A Simple Curve,['Drama'],91.0,6.0,4.0,2005
The Exonerated,['Drama'],95.0,0.0,0.0,2006
Rhymes for Young Ghouls,['Drama'],86.0,7.4,12.0,2013
White Lion,"['Documentary', 'Drama', 'Family']",93.0,7.2,7.0,2010
Ultrasonic,"['Drama', 'Thriller']",90.0,6.3,2.0,2012
Salt of This Sea,"['Drama', 'Romance']",109.0,6.7,5.0,2008
China Gate,"['Action', 'Thriller', 'War']",97.0,5.9,6.0,1957
Ocean of Pearls,['Drama'],97.0,5.5,3.0,2008
Stand Clear of the Closing Doors,['Drama'],94.0,7.0,4.0,2014
Flat Top,"['Drama', 'Action', 'War']",83.0,3.5,2.0,1952
Whistle and I'll Come to You,['Horror'],52.0,6.0,3.0,2010
Submarine Command,"['War', 'Drama']",87.0,5.3,5.0,1952
Spilt Milk,['Comedy'],82.0,5.3,3.0,2011
It’s Only Make Believe,['Drama'],91.0,6.0,4.0,2013
La France,"['Drama', 'Foreign']",102.0,7.2,5.0,2007
uwantme2killhim?,"['Drama', 'Thriller']",93.0,6.5,18.0,2013
Druid Peak,"['Adventure', 'Drama']",111.0,7.5,3.0,2014
Gemini,[],85.0,5.5,8.0,2005
The Lawyer,"['Crime', 'Mystery', 'Drama']",120.0,6.0,1.0,1970
Cyberbully,"['Drama', 'Thriller']",62.0,6.5,106.0,2015
Los Enchiladas!,['Comedy'],74.0,4.5,2.0,1999
The Genius of Marian,['Documentary'],85.0,0.0,0.0,2013
Sierra Leone's Refugee All Stars,['Music'],78.0,7.3,3.0,2007
Speciesism: The Movie,['Documentary'],90.0,6.5,2.0,2013
Gräfin Mariza,"['Comedy', 'Music']",,6.0,1.0,1958
Rock Slyde,"['Comedy', 'Thriller', 'Mystery']",86.0,5.5,7.0,2010
L'uomo della carità,[],110.0,0.0,0.0,0
The Life Coach,['Comedy'],90.0,6.0,1.0,2005
Heaven Knows What,['Drama'],94.0,6.5,32.0,2015
Killa,[],0.0,8.0,3.0,2014
Blue Seduction,"['Thriller', 'Romance']",91.0,3.5,4.0,2009
An Optical Poem,['Animation'],6.0,7.2,13.0,1937
Antarctic Journal,"['Horror', 'Thriller', 'Mystery', 'Foreign']",114.0,5.9,14.0,2005
Love and the City,"['Comedy', 'Romance']",88.0,5.1,14.0,2009
Hyena,"['Drama', 'Crime']",112.0,5.3,32.0,2014
"Don't Cry, Mommy","['Action', 'Drama']",91.0,7.1,12.0,2012
The Rainbow,"['Action', 'Drama', 'Romance']",113.0,6.3,3.0,1989
Chloé,"['Romance', 'TV Movie', 'Drama']",105.0,5.4,6.0,1996
Clutter,[],80.0,7.0,2.0,2013
Amy,"['Documentary', 'Music']",128.0,7.5,482.0,2015
Basil,"['Drama', 'Foreign', 'Romance']",113.0,5.4,7.0,1998
The Keeper,"['Drama', 'Thriller', 'Crime']",92.0,3.5,2.0,1995
That Demon Within,"['Thriller', 'Crime']",112.0,5.6,17.0,2014
Dasepo Naughty Girls,"['Romance', 'Comedy']",103.0,5.6,8.0,2006
Fiona,['Drama'],82.0,5.7,5.0,1998
In Lieu of Flowers,"['Comedy', 'Drama', 'Romance']",90.0,5.5,2.0,2013
The Mother Of Invention,['Comedy'],105.0,10.0,1.0,2010
Fascination,"['Foreign', 'Horror', 'Drama']",80.0,7.1,13.0,1979
Supremacy,"['Crime', 'Drama']",97.0,6.0,21.0,2014
Success Is the Best Revenge,[],91.0,5.0,1.0,1984
Post Coitum,"['Romance', 'Drama']",97.0,6.0,2.0,1997
Belle épine,['Drama'],80.0,5.6,10.0,2010
The George McKenna Story,['Drama'],100.0,2.7,3.0,1986
Tom and Jerry Spy Quest,"['Comedy', 'Animation', 'Family']",73.0,5.8,6.0,2015
Tom and Jerry & The Wizard of Oz,"['Animation', 'Family']",59.0,6.0,26.0,2011
Tom and Jerry: The Magic Ring,"['Animation', 'Comedy', 'Family']",62.0,6.4,36.0,2002
Tom and Jerry: The Fast and the Furry,"['Family', 'Animation', 'Comedy']",75.0,7.1,22.0,2005
Tom and Jerry Meet Sherlock Holmes,"['Adventure', 'Animation', 'Family']",49.0,7.3,7.0,2010
Tom and Jerry's Giant Adventure,"['Animation', 'Family']",66.0,4.8,22.0,2013
Bullit & Ripper,['Comedy'],90.0,5.6,48.0,2012
The Creature Walks Among Us,"['Horror', 'Science Fiction']",79.0,5.5,12.0,1956
Heart Street,"['Romance', 'Comedy']",90.0,6.7,7.0,2014
Swimming Upstream,"['Drama', 'Foreign']",105.0,0.0,0.0,2002
The Chaos Factor,"['Drama', 'Action', 'Thriller']",93.0,5.0,2.0,2000
Phantom of the Mall: Eric's Revenge,['Horror'],91.0,2.5,2.0,1989
Buried Secrets,"['Drama', 'Mystery']",86.0,4.0,2.0,1996
"Inara, the Jungle Girl",['Adventure'],71.0,4.0,8.0,2012
La stratégie de l'échec,['Comedy'],0.0,6.3,9.0,2000
TalhotBlond,['Drama'],88.0,6.1,16.0,2012
EM,"['Drama', 'Romance']",93.0,6.3,4.0,2008
Leaving Barstow,"['Drama', 'Romance']",85.0,7.0,2.0,2008
Son of a Lion,"['Drama', 'War']",92.0,6.0,1.0,2007
The Wee Man,['Drama'],106.0,5.5,17.0,2013
Wolves In The Snow,"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']",90.0,6.5,2.0,2002
The Riverman,"['Crime', 'Drama', 'Thriller']",91.0,5.1,9.0,2004
Astronaut: The Last Push,['Science Fiction'],90.0,5.2,26.0,2012
Blue Lagoon: The Awakening,"['Drama', 'Adventure', 'Romance']",85.0,6.2,294.0,2012
A Change of Heart,['Drama'],102.0,0.0,0.0,1998
16-love,"['Drama', 'Comedy', 'Romance', 'Family']",89.0,4.7,6.0,2012
Some Velvet Morning,['Drama'],82.0,6.1,25.0,2013
Tracks,['Drama'],92.0,6.0,2.0,1977
The Hunt for the Hidden Relic,['Adventure'],182.0,6.0,13.0,2002
Sonic The Hedgehog: The Movie,"['Action', 'Adventure', 'Animation']",60.0,6.6,9.0,1996
Hyenas,"['Drama', 'Horror']",92.0,2.9,8.0,2010
Le coup du berger,['Comedy'],28.0,8.0,1.0,1956
A Story of Water,['Romance'],12.0,5.6,13.0,1961
El truco del manco,['Drama'],0.0,6.3,2.0,2008
The Laboratory of Fear,['Horror'],11.0,6.0,1.0,1971
Teen Kanya,"['Comedy', 'Drama', 'Fantasy']",173.0,7.9,4.0,1961
Who Killed Pasolini?,['Drama'],100.0,7.0,8.0,1995
Vingt-quatre heures de la vie d'un clown,[],18.0,7.0,1.0,1945
Black Heat,"['Action', 'Crime', 'Drama']",94.0,4.7,3.0,1976
Cinderella 2000,"['Fantasy', 'Science Fiction']",89.0,1.0,3.0,1977
Carnival Magic,"['Drama', 'Fantasy']",86.0,2.5,4.0,1981
Dynamite Brothers,"['Action', 'Comedy']",90.0,4.3,3.0,1974
